path,ext,size_bytes,is_binary,sha256,py_lines,py_classes,py_functions,py_imports,py_parse_error,text_lines,text_words,text_headings,json_valid,json_type,json_parse_note,errors
analytics/reporting.py,.py,0,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,0,,,,,,,,
analyze_conversation_learning.py,.py,8377,False,6708594788bad06e7e511300e4c5a96af4dd16f2aca1e883810a344da32f5061,219,0,0,2,,,,,,,,
archive/integrations_old/__init__.py,.py,219,False,9a05a4642307f80094d710a2f117748a78aabbd43a03cd314fa0ae6afa5b9cbb,6,0,0,0,,,,,,,,
archive/integrations_old/persona_mas_integration.py,.py,9757,False,b3448dd849eb5b375e1a545a01f239d1af16de7d7e0a27fb740031fd0cf60ef3,264,1,5,12,,,,,,,,
archive/integrations_old/persona_mas_integration_simple.py,.py,6576,False,ab4f5220405586e77d4d48e18ab329e5672a30c481673d4952ed8ffdeff1a8ce,185,1,5,12,,,,,,,,
archive/runtime_old/__init__.py,.py,559,False,bcaa17c9e3c5503a1dbf177fddfcf4e1e990a14a420946d46120b8b65a885eac,19,0,0,6,,,,,,,,
archive/runtime_old/action_spiral.py,.py,1764,False,9d86ecc230a1cb8bc930ce508227ae61ced3e36d6adaa527b0e172a1737f40de,47,1,3,1,,,,,,,,
archive/runtime_old/consciousness.py,.py,859,False,f96cf8fe16708b79e49545d2aa694d3bc2121e4a64e77c1e0c2f1e298065a81b,27,1,3,1,,,,,,,,
archive/runtime_old/diagnostics.py,.py,2005,False,c75c8fa70e0822d9c9de4efe600d3b3dd53189d67420727ea11e1acd8fc8af45,51,1,6,1,,,,,,,,
archive/runtime_old/dopamine.py,.py,870,False,d42ac0c23dc4f09332712a7ff2c4659027951102ffbcac1182e399e55e00d55b,29,1,3,1,,,,,,,,
archive/runtime_old/memory.py,.py,1028,False,746ce6bfefd9da02520b7f98015cd7239d48207116eda5c44abda6d1842ea5e4,32,1,2,1,,,,,,,,
archive/runtime_old/predictive.py,.py,2181,False,8619d28623c681bb399d7c2edc8fee4fdb2eb1fd7de7ca9ba4e4fee4ccc937b2,64,1,5,1,,,,,,,,
archive/runtime_old/run_sim.py,.py,1690,False,a0e573cfcdf9fe12ca07b82d2c64a4a9b3c787b331db4a2cf70100a45e92f28b,48,0,1,6,,,,,,,,
audit_temp/all_markdown_files.txt,.txt,8450,False,a78ecc6f5cf089dc82dbe36cfed3671a0c873d8e9479c702ea3542d7ee4eb2df,,,,,,77,74,0,,,,
audit_temp/all_python_files.txt,.txt,16010,False,f055435d73a0ad677068b2bdd0e03ccef053f7144cc867bb179407434e4eb1c8,,,,,,261,258,0,,,,
audit_temp/markdown_files.txt,.txt,6512,False,b7b5fbe46bb481980aea6120501775d4ed6fe2cd174b6ceb154b3cbe89da43e6,,,,,,72,72,0,,,,
audit_temp/python_files.txt,.txt,19712,False,666a2f8dce3df645ee70addd1bc5579e27aaf3dc8604ae4528707814c6b5ca39,,,,,,256,256,0,,,,
audit_temp/todos.txt,.txt,17049640,False,e16f02e9a58cd5b68559742e4f96b97353f290a8483bc67b5c0105fd15ecd549,,,,,,8667,32074,0,,,,
audit_temp/todos_raw.txt,.txt,198,False,b030d1dacf1f4843fd1ee5a9fd23dcd485108d88e01dd93ea7fb24b1c2a26996,,,,,,2,15,0,,,,
benchmark_quickstart.log,.log,4444,False,dbc2d53330a7512552c4f7f3d6f0c8e86e316ee1982aa0facdbb98cc307ef298,,,,,,48,163,3,,,,
data/books/16-05-2021-070111The-Richest-Man-in-Babylon.pdf,.pdf,1576497,True,ad12447579667c03001f41621f511f3e957c6f102f73f830be5b8d034a06bd91,,,,,,,,,,,,
data/books/20090526_TNA13Crawford2009.pdf,.pdf,194885,True,d603bdd56f8f3a9510c43724410d9590965c5ecdbbb489dc7656e3af56df68c1,,,,,,,,,,,,
"data/books/2950_Daniel Kahneman - Thinking, Fast and Slow (2013).pdf",.pdf,3021431,True,cd1a03debc5473752ed5b27c02da632011dc5840c92b23973c2c27c78904a21f,,,,,,,,,,,,
data/books/33449.pdf,.pdf,1210913,True,ca4140dce53782feda91b31357dbbacf5c379f97711551c13f66a526f3bca283,,,,,,,,,,,,
data/books/64b13492db952-the-daily-stoic.pdf,.pdf,2725248,True,5cfc645edec021cbcee1fbcac071acc33ce398ad636ade79dfd619f33453d140,,,,,,,,,,,,
data/books/9780262353946_caa.pdf,.pdf,492428,True,547e8b953f105815a129828c18cdf6b81aaadcaa69ee50d3d1ea4d4a92e75f35,,,,,,,,,,,,
data/books/Being in Love.pdf,.pdf,933631,True,2c2ee78f1f1298e5a253707584168869c5c5ee73fb057bb3716cf688b7ab15e1,,,,,,,,,,,,
data/books/Beyond good and evil.pdf,.pdf,6790130,True,0df6db8ad414de68faca313ccbb40bb8a11063c1849a72d9cb286e3072622252,,,,,,,,,,,,
"data/books/CAMUS, Albert - The Stranger.pdf",.pdf,550049,True,7fb2930d14d57bb12b0a507656aa963ce276f7a1bf18fb2a1cc4ae9b240b0d74,,,,,,,,,,,,
"data/books/Cioran, E. M. - Trouble With Being Born (Seaver, 2011).pdf",.pdf,1061930,True,6ba4f5b56d3dcf09f623db1ccabd4ed03039d6f2d1d94b284ff55d356878c6ec,,,,,,,,,,,,
data/books/ClearThinking.pdf,.pdf,6389931,True,f51599d2f4dbe615bbe0c9d43a766e24dad9cb0b4674d2709fe3eb14cab7ea9c,,,,,,,,,,,,
data/books/Collins-2001-Good-to-Great-Why-Some-Companies-Make-the-Leap...and-Others-Dont_.pdf,.pdf,7702978,True,ede30acefbe4063ace657c56b2b5fcfbf3876d3cab7647d3af342183047c83e2,,,,,,,,,,,,
data/books/Crime.pdf,.pdf,2352410,True,e2b3dbf94668a4c0cdcd918aecd931f92dfe8c228fd15c81f9803d5877899113,,,,,,,,,,,,
data/books/Crucial Conversations.pdf,.pdf,2084008,True,dadd3629490de96cadcd1a782fec6b995650ae5b2847b8be8e52ecfee95ca920,,,,,,,,,,,,
data/books/Deep Work.pdf,.pdf,1594739,True,4fd44b31a3a08548a4f19770bda75b5b8b45bdf70a8ffb49b4ae5e3ddcd8973b,,,,,,,,,,,,
data/books/Do It Today.pdf,.pdf,753032,True,af633a8310227ad15108de88139e9ed7c6bc85ca3573195bc216a53c6930fb50,,,,,,,,,,,,
data/books/E001005.pdf,.pdf,1383132,True,195d8af289e9d60fa233c94c12a5038a0d4b016d94875c0e4c87b8d456f6b841,,,,,,,,,,,,
data/books/Felix-Dennis-How-to-Get-Rich.pdf,.pdf,1142033,True,61aab4edf824ed8b1ecd7b4ea3617786dea50b41e7adfd2a0d85c6653aaf0dff,,,,,,,,,,,,
data/books/Finish_What_You_Start_The_Art_of_Following_Through_Taking_Action.pdf,.pdf,635162,True,72aed4f7e6a64f3313384b55b330f00f1201bbe54c40ee1f9e70e61fcd4c0d33,,,,,,,,,,,,
data/books/Finite-and-Infinite-Games-by-James-Carse.pdf,.pdf,8009574,True,143bef992e8e5d8b1c9a7d7aa895baa8f3bc7be55a9b02cbceef12487a074354,,,,,,,,,,,,
"data/books/How To Win Friends And Influence People - Carnegie, Dale.pdf",.pdf,1624097,True,ece7cbdd0541dad0be3aa2fc5d63b2e39e3aed9d5aca75c399c80d11373bba1c,,,,,,,,,,,,
data/books/How to Not Die Alone.pdf,.pdf,5719047,True,f975595379ea0572890cc383081877b43940f16917df2c42872713c436b42032,,,,,,,,,,,,
data/books/Jacques Ellul - The Technological Society.pdf,.pdf,11689365,True,4cfeec9e91b383b80577ff3f4905b62f91acc3af9e84813d8be63c7a5b3abd98,,,,,,,,,,,,
data/books/Letters from a Stoic 1.pdf,.pdf,9239490,True,0a488ec612fe3d998909fa1e397862c5eec526d98481373d514a06c01fcc0283,,,,,,,,,,,,
"data/books/Machiavelli,+The+Prince.pdf",.pdf,2860352,True,903c884765c63abffd29a74c903f914f63e931fb95e92182cb7c4db6305f9505,,,,,,,,,,,,
data/books/Man and his Symbols ( PDFDrive ).pdf,.pdf,62391741,True,d88d25319addc79441f42813e43bdd3d4a58a743b7679c855a477b3eda7bae72,,,,,,,,,,,,
data/books/Marcus-Aurelius-Meditations.pdf,.pdf,1986376,True,b02870de0fbf771af42aefcdd6a6ccc4386381fa20d3513242acf8b4f9c25aca,,,,,,,,,,,,
data/books/Mastery by Robert Greene.pdf,.pdf,1815979,True,24efd86dd331927feb972033bfe19ed437d38ad64d1c80103627f8a351895bce,,,,,,,,,,,,
data/books/Men-are-from-mars-women-are-from-venus.pdf,.pdf,1254315,True,6915174fbfe13eea520eaed05774c790159537214647928cba7324eb1151bc83,,,,,,,,,,,,
data/books/NeilPostman-AmusingOurselvesToDeath.pdf,.pdf,3821883,True,cba4d1865c82197839d8482583f106e5bc47d39b25f2fcaf5f3929d1701eb9af,,,,,,,,,,,,
data/books/No-Excuses-The-Power-of-Self-Discipline-by-Brian-Tracy.pdf,.pdf,1967169,True,29bea4e26ca008dc7c6f646c6f0d9595b7f8d5d6e0fb05ddd3544cd942a323a2,,,,,,,,,,,,
data/books/Notes-from-Underground-Extract.pdf,.pdf,2701687,True,d94a8a0682749b7842f448fcd59e0208cd6949821e2532a17838294cb7d3fbc4,,,,,,,,,,,,
data/books/Ortega_y_Gasset_Jose_The_Revolt_of_the_Masses.pdf,.pdf,23246967,True,617eedacee2a099624cabe6144b31e8d849755854755e18a5c49b2acb6c875d7,,,,,,,,,,,,
data/books/Poor Charlie’s Almanack_ The Wit and Wisdom of Charles T. Munger ( PDFDrive ).pdf,.pdf,2332085,True,c63a561ae3f8734b4ff325903d13ff6355f61b3d306d06ba5aa15616e67d00da,,,,,,,,,,,,
data/books/Seamos_personas_de_Infliuencia.pdf,.pdf,356862,True,3f79eb44b81d00bedd7d762414a94e2a21c914b993c0c61979330891bf5c7024,,,,,,,,,,,,
data/books/Summary-of-SGTCIY-pdf.pdf,.pdf,172619,True,8d7d9ed68846cb30347cc78be06216014400d5045f7c6096ae006f385d15d09f,,,,,,,,,,,,
data/books/SuperThinking.pdf,.pdf,10326801,True,d31ff07d10d1e1b9d15e9099b6f968c0813a577b532a6569574e8f4d4236b307,,,,,,,,,,,,
data/books/The Courage To Be Disliked.pdf,.pdf,2451180,True,7c7f6cda49d260fda39e03c0c77932feded233d09023aebe13733f3cbaddeec1,,,,,,,,,,,,
data/books/The Diary of a CEO_ 33 Laws of Business and Life (2023).pdf,.pdf,9893255,True,7e8f549f122e39bfc81c5d2290bcdcf3fcf3d16c0e3962500f688e4d51026e3d,,,,,,,,,,,,
data/books/The Myth of Sisyphus - Albert Camus.pdf,.pdf,1246909,True,d571dae7f56671330c01d4de9b6e627e33dfc45f74a9947f7a5d315cd81c9586,,,,,,,,,,,,
data/books/The Psychology of Persuasion.pdf,.pdf,3574104,True,b71d64837c821dd1673a02ef4444d26c7af302fd8ca2125a57124d358f5d31b0,,,,,,,,,,,,
data/books/ThePersonalMBA10thAnniversaryEdition.pdf,.pdf,8683628,True,9b54edb7921a7c7a432795218e1f413d8ea6f1ead7dc95cdde14a01b3b70a997,,,,,,,,,,,,
data/books/TheRighteousMind.pdf,.pdf,7418525,True,e4a8d6be6d594a2417577377d3f4b6d4b6f641eac5ad46ca6f8ac6ea595afc7c,,,,,,,,,,,,
data/books/The_Psychology_of_Money.pdf,.pdf,2953539,True,748c76e1212fd00208f82990ced3c2ca8fa8b47c11322faba1b13dc347ad32de,,,,,,,,,,,,
data/books/Thus spoke Zarathustra.pdf,.pdf,13775442,True,400c4bfab275c8d3e1776201fdcc9d932511f20490be324e9057f2be455e5392,,,,,,,,,,,,
data/books/Win-Your-Inner-Battles.pdf,.pdf,650467,True,57d36b71a1277a6d0dea9d600ae830865cbbcb3e78cc6f5eeb2ae3a69fa1d422,,,,,,,,,,,,
data/books/Your Next Five Moves Patrick Bet David.pdf,.pdf,6774563,True,342a0b3f59d202ca8e336f2ee4338ea317ed62e4aea25a00abc10394eb247f2c,,,,,,,,,,,,
data/books/_OceanofPDF.com_The_art_of_laziness_-_Library_Mindset.pdf,.pdf,591860,True,ffbf3086bc7bf25916c0669b2e87ea1d32183cb58ef778d7ac660ee1e93179ef,,,,,,,,,,,,
data/books/crowdastudypopu00bongoog.pdf,.pdf,3005323,True,5aa49c3434af8f60b37f9504375a98182d22411b1402227875a4210882330b05,,,,,,,,,,,,
data/books/ernest_becker_the_denial_of_deathbookfi-org.pdf,.pdf,8505880,True,ab6d855d64a85688bbf08487be912668ccec850634cc2d9a0ab4c8bd9ae95c3b,,,,,,,,,,,,
data/books/extreme_ownership__how_us_navy_seals_lead_and_win.pdf,.pdf,2381718,True,370ebfba9beebd2404939406a17f605039eb60daa9cce6001244db2b7a0376fa,,,,,,,,,,,,
data/books/f94cc-a-guide-to-the-good-life-the-ancient-art-of-stoic-joy-william-braxton-irvine.pdf,.pdf,722387,True,601d611cab91574346bffd77ab172ee44a6511099d28c6aba5ab3c08ab91b150,,,,,,,,,,,,
data/books/mans-search-for-meaning.pdf,.pdf,323804,True,805472c2eb48957906a69f6196e83c167fd682659f312fe74b65328db1745f1a,,,,,,,,,,,,
data/books/milan_kundera_-_the_unbearable_lightness_of_being.pdf,.pdf,673655,True,ca6bd2dbb4550f7d14edd155390568dde9f6d00d394fc2ae46a487d483e66160,,,,,,,,,,,,
data/books/modern-man-in-search-of-a-soul-stages-of-life-1.pdf,.pdf,11085845,True,26f658b2f4bdb64d2aa84cea961424e16eccc56018ecfac1aa4a918836a306a7,,,,,,,,,,,,
data/books/pathtowealthorli00hall.pdf,.pdf,21896100,True,862605a651ff6a1f75eeb06408eb4b3c6c0c3afcc158478a17826776e44f5752,,,,,,,,,,,,
data/books/roadto.pdf,.pdf,3307363,True,80c6695826ab805fe2030115ec7c102b69a6eeaea857951fb887fe31d74590ec,,,,,,,,,,,,
data/books/the-communication-book-44-ideas-for-better-conversations-every-day-9781324001997-1324001992_compress.pdf,.pdf,1607301,True,32470e4e102b682e853ed9ff2a162baa73457617a0b0ab62768ae5364999a840,,,,,,,,,,,,
data/books/the-millionaire-fastlane.pdf,.pdf,3752691,True,9e53709a5484e8a14910ea3dc9741dbf257e184f0c1a3d02dcbef291ffad562a,,,,,,,,,,,,
data/books/the_magic_of_thinking_big.pdf,.pdf,1038821,True,66629a97707c2d8f03f5c3e950936fe5d70bbe0379715957c4465a5342c61484,,,,,,,,,,,,
data/books/think-again-the-power-of-knowing-what-you-dont-know-random-house-large-print-grant-adam-z-lib.org_.pdf,.pdf,27339075,True,efb0461739c27f61e0c55125a6bbabec334527d13e9b45eaba9d1ebfce223749,,,,,,,,,,,,
data/conversations/llm_conversation_20260219_170916.json,.json,3379,False,b7937f9f9f8b53d0222e74df5bca564f575bb606de1327d9e602bb8476e6b4bf,,,,,,,,,True,dict,,
data/conversations/llm_conversation_20260219_172345.json,.json,22095,False,26f184072712dc332adbb1fadc6bc4e80c182e1ebceaa4345e135dc80b3735c2,,,,,,,,,True,dict,,
data/conversations/llm_conversation_20260219_192944.json,.json,30711,False,3020385b7549135811c78d1e64b9e96c58e57a2fde19c8f60c9463a54231626b,,,,,,,,,True,dict,,
data/conversations/uc_20260217_222116.json,.json,2752,False,f7ab45617fbcdeda4667d73ae231c8acb0ec2ac90b4d7299ced66f4752335469,,,,,,,,,True,dict,,
data/conversations/uc_20260218_035416.json,.json,8718,False,262f90b78fb825724c9f53f0306fb99e0805740afb40513f93931a49542a759c,,,,,,,,,True,dict,,
data/conversations/uc_20260218_040256.json,.json,13972,False,448640528343fe78f80dfaf719fb6608eab82fba6848eb50c58c12a4529d618f,,,,,,,,,True,dict,,
data/conversations/uc_20260218_101857.json,.json,8055,False,a019d7827adfe501e36d1c02a56f0e9e99fde2c783008e7bdb91d9e2fdcade6c,,,,,,,,,True,dict,,
data/conversations/uc_20260218_104425.json,.json,12658,False,c6e9d32598d830ec606612db0e83a9406e61c1834772af61212b5fa7f62241bf,,,,,,,,,True,dict,,
data/conversations/uc_20260218_174532_s1.json,.json,9811,False,fa81eea01ea13248773cd2fa655f8c12f4f54b345fedf925e891e1d52b4a6846,,,,,,,,,True,dict,,
data/conversations/uc_20260218_174801_s2.json,.json,5342,False,507e3f6611429318dc04f761d8671f94215435f0dfc99d29166352db79afe39e,,,,,,,,,True,dict,,
data/conversations/uc_20260218_175123_s3.json,.json,5851,False,6a40334edcebf9206fc8854105eefaea9c19090872d19c89c93116f06db8ee76,,,,,,,,,True,dict,,
data/conversations/uc_20260218_175504_s4.json,.json,5552,False,9079ec4e144403e7d11a4676e8595c02f5fdbce424e17c359ba345a8c6eabd2c,,,,,,,,,True,dict,,
data/conversations/uc_20260218_175811_s5.json,.json,5577,False,350d3cb3bd2f43a38ba760cc2683c38f544786ac72d12c0eb3a8d8779f4d420d,,,,,,,,,True,dict,,
data/conversations/uc_20260218_180140_s6.json,.json,4914,False,7bb49459ae8e8ff767e1987775a6a98bc3905698319eeb934e3da5191e0e5303,,,,,,,,,True,dict,,
data/conversations/uc_20260218_180439_s7.json,.json,4908,False,9aa21adec0b9d615cc8eebaa6662d86edb8b2e2a878b141e3bd46363cb34fe22,,,,,,,,,True,dict,,
data/conversations/uc_20260218_180746_s8.json,.json,4796,False,a6fc696c9706af9b30ff8d61dcad49979e5ea11bd55357094b22091d2b6af5a2,,,,,,,,,True,dict,,
data/conversations/uc_20260218_181126_s9.json,.json,4605,False,abdf7b348e9c907b1c76f09f4c21d4ddecbfc0063f14dc08239881b7ad37b7c9,,,,,,,,,True,dict,,
data/conversations/uc_20260218_181452_s10.json,.json,4607,False,31013473d8f8800959e3f40eb3e932e407908081f024ee44d5b0b0b9a5c94ff2,,,,,,,,,True,dict,,
data/conversations/uc_20260218_181806_s11.json,.json,4537,False,53c1959ba3ddb16462a883b1236652ebd9f4d370641510e9f7b5883ede5930b3,,,,,,,,,True,dict,,
data/conversations/uc_20260218_182116_s12.json,.json,4375,False,15d49a6b6739a61ac3f8386674094478fcff2e75ef54f4f541fa951d001d4989,,,,,,,,,True,dict,,
data/conversations/uc_20260218_182409_s13.json,.json,4623,False,c09ae25e5e8db064114bbccd250678f191557bcceb802e8ccc0457445be81c5a,,,,,,,,,True,dict,,
data/conversations/uc_20260218_182708_s14.json,.json,4265,False,b9f964a71bd90589acdb7734f7d6f9a7e54aa69c71b3fb089d6c2bc2d47c94de,,,,,,,,,True,dict,,
data/conversations/uc_20260218_183012_s15.json,.json,4265,False,2cf173880bf0b4fca0ddd5d6a06d083f6e5a8540dfcf38acdc16a274f1254057,,,,,,,,,True,dict,,
data/conversations/uc_20260218_183347_s16.json,.json,4340,False,8568434f407ce8660acf213fbe725cb043dec71ae426bfd45d52490d002fb9db,,,,,,,,,True,dict,,
data/conversations/uc_20260218_183728_s17.json,.json,4799,False,8ea28e09a8310bdf9cd1b89b6e728ba5bbd01521e64429c06bd31c75b2dc6e1e,,,,,,,,,True,dict,,
data/conversations/uc_20260218_184033_s18.json,.json,4849,False,c83898e642612e2079f49f1f2ba58f6f58c44004dbdf622ca6d8d52020421fe2,,,,,,,,,True,dict,,
data/conversations/uc_20260218_184342_s19.json,.json,4123,False,08d5355d4b04c7ab8bee28bbf5c1913a94cd7b35012a439681e8458e1a8ba257,,,,,,,,,True,dict,,
data/conversations/uc_20260218_184643_s20.json,.json,4100,False,c4c0681e752df4b0f6f15d27927edf16850a6ba177c8d2f3e02b6ecffaae956f,,,,,,,,,True,dict,,
data/conversations/uc_20260218_185021_s21.json,.json,4216,False,31ada66493f93f16327c505b928e2159977bda4c53c786c1c7739be7bb369d2e,,,,,,,,,True,dict,,
data/conversations/uc_20260218_185328_s22.json,.json,4224,False,1811f5a68c63e33c20bbd420aabe5d7fd04e182c8aeae0df96193a2fce98e43c,,,,,,,,,True,dict,,
data/conversations/uc_20260218_185700_s23.json,.json,4236,False,622afa91f7a00e7791bb31879616be13ae09a25531ddb015fbdefeaa9bbcebd7,,,,,,,,,True,dict,,
data/conversations/uc_20260218_190044_s24.json,.json,3939,False,53c2df978d7e65d0131244c28ecbe84e7e7689aeeb8f70bc9c4fad82775ec1e2,,,,,,,,,True,dict,,
data/conversations/uc_20260218_190337_s25.json,.json,3927,False,86b1ae4b7d24182fe3122d8efbe12c6e6aca9dc08ba2efb8862360be26c916a7,,,,,,,,,True,dict,,
data/conversations/uc_20260218_190637_s26.json,.json,4149,False,4b06940c8a0a7dc71cecf6b3aef6ffc66990dd13dcd18912aeb9c2c6c9b7b6f0,,,,,,,,,True,dict,,
data/conversations/uc_20260218_190946_s27.json,.json,4151,False,8d0c28f5a90118889347fd1acb6acf09e2bbb07cba00114a90dea149e4e8b052,,,,,,,,,True,dict,,
data/conversations/uc_20260218_191229_s28.json,.json,4307,False,3f85e8932e864f38915e4c48f8a18c8c7c50e3aecf582f93f72b5d322e991769,,,,,,,,,True,dict,,
data/conversations/uc_20260218_191529_s29.json,.json,3735,False,77a22e8eb0bbc6cc47865e955a8f20e82ba6d308f6891513df690464b4c1cb08,,,,,,,,,True,dict,,
data/conversations/uc_20260218_191837_s30.json,.json,3688,False,658bf1458a66cb36be695df953cb9ce1ddca4c15659d79378f06e25d429d630e,,,,,,,,,True,dict,,
data/conversations/uc_20260218_192124_s31.json,.json,3695,False,c300b5edb58fe5995e00d482150a68fe9c878e92dcee3b2c9df90c9a5d68b467,,,,,,,,,True,dict,,
data/conversations/uc_20260218_192434_s32.json,.json,3704,False,cb1065b27ca203d61716eff7cdda61f12d79f3d88823b373ab81aa8b552b7669,,,,,,,,,True,dict,,
data/conversations/uc_20260218_192734_s33.json,.json,3787,False,b862aece60ea6d4431bff66f45a1df8b9b9454b99734a9eb34fa5a2d0956e8fd,,,,,,,,,True,dict,,
data/conversations/uc_20260218_193125_s34.json,.json,3833,False,3e6a6ca33f7ad9c01171b14cff5e713cd28b5c5f92d35c19c637ed34f4c9bd06,,,,,,,,,True,dict,,
data/conversations/uc_20260218_193434_s35.json,.json,3759,False,8c8bb48f501c07f84b15c41f9534a16ff877e4d696ebc8fb5dd216d91448a4c9,,,,,,,,,True,dict,,
data/conversations/uc_20260218_193753_s36.json,.json,3759,False,d7b8f040e487d9d69b04ff1ed8663c5506fc208feeb435faa494636c052c4da3,,,,,,,,,True,dict,,
data/conversations/uc_20260218_194137_s37.json,.json,4030,False,914df69661d8af56a5441b45e2cf5c6a5a1cf54d9508a50e4a078bf054ee9252,,,,,,,,,True,dict,,
data/conversations/uc_20260218_194513_s38.json,.json,4275,False,7fb07b7699e0376f6ceab04cd7f019f4ae206b700f6795da54a2f4a5476b705d,,,,,,,,,True,dict,,
